code,name,point_code,note1,note2
K066 3,関節滑膜切除術 肩鎖、指（手、足）,B26 11 00,部位が肩鎖関節,
K066 3,関節滑膜切除術 肩鎖、指（手、足）,B6B 11 00,部位が手指関節,
K066 3,関節滑膜切除術 肩鎖、指（手、足）,BBN 11 00,部位が足趾関節,
K066-2 1,関節鏡下関節滑膜切除術 肩、股、膝,B28 11 11,部位が肩関節,
K066-2 1,関節鏡下関節滑膜切除術 肩、股、膝,B91 11 11,部位が股関節,
K066-2 1,関節鏡下関節滑膜切除術 肩、股、膝,BA2 11 11,部位が膝関節,
K066-2 2,関節鏡下関節滑膜切除術 胸鎖、肘、手、足,B26 11 11,部位が胸鎖関節,
K066-2 2,関節鏡下関節滑膜切除術 胸鎖、肘、手、足,B42 11 11,部位が肘関節,
K066-2 2,関節鏡下関節滑膜切除術 胸鎖、肘、手、足,B64 11 11,部位が手関節,
K066-2 2,関節鏡下関節滑膜切除術 胸鎖、肘、手、足,BB2 11 11,部位が足関節および距骨周囲関節,
K066-2 3,関節鏡下関節滑膜切除術 肩鎖、指（手、足）,B26 11 11,部位が肩鎖関節,
K066-2 3,関節鏡下関節滑膜切除術 肩鎖、指（手、足）,B6B 11 11,部位が手指関節,
K066-2 3,関節鏡下関節滑膜切除術 肩鎖、指（手、足）,BBN 11 11,部位が足趾関節,
K066-3 1,滑液膜摘出術 肩、股、膝,B28 11 00,部位が肩関節,
K066-3 1,滑液膜摘出術 肩、股、膝,B91 11 00,部位が股関節,
K066-3 1,滑液膜摘出術 肩、股、膝,BA2 11 00,部位が膝関節,
K066-3 2,滑液膜摘出術 胸鎖、肘、手、足,B26 11 00,部位が胸鎖関節,
K066-3 2,滑液膜摘出術 胸鎖、肘、手、足,B42 11 00,部位が肘関節,
K066-3 2,滑液膜摘出術 胸鎖、肘、手、足,B64 11 00,部位が手関節,
K066-3 2,滑液膜摘出術 胸鎖、肘、手、足,BB2 11 00,部位が足関節および距骨周囲関節,
K066-3 3,滑液膜摘出術 肩鎖、指（手、足）,B26 11 00,部位が肩鎖関節,
K066-3 3,滑液膜摘出術 肩鎖、指（手、足）,B6B 11 00,部位が手指関節,
K066-3 3,滑液膜摘出術 肩鎖、指（手、足）,BBN 11 00,部位が足趾関節,
K066-4 1,関節鏡下滑液膜摘出術 肩、股、膝,B28 11 11,部位が肩関節,
K066-4 1,関節鏡下滑液膜摘出術 肩、股、膝,B91 11 11,部位が股関節,
K066-4 1,関節鏡下滑液膜摘出術 肩、股、膝,BA2 11 11,部位が膝関節,
K066-4 2,関節鏡下滑液膜摘出術 胸鎖、肘、手、足,B26 11 11,部位が胸鎖関節,
K066-4 2,関節鏡下滑液膜摘出術 胸鎖、肘、手、足,B42 11 11,部位が肘関節,
K066-4 2,関節鏡下滑液膜摘出術 胸鎖、肘、手、足,B64 11 11,部位が手関節,
K066-4 2,関節鏡下滑液膜摘出術 胸鎖、肘、手、足,BB2 11 11,部位が足関節および距骨周囲関節,
K066-4 3,関節鏡下滑液膜摘出術 肩鎖、指（手、足）,B26 11 11,部位が肩鎖関節,
K066-4 3,関節鏡下滑液膜摘出術 肩鎖、指（手、足）,B6B 11 11,部位が手指関節,
K066-4 3,関節鏡下滑液膜摘出術 肩鎖、指（手、足）,BBN 11 11,部位が足趾関節,
K066-5,膝蓋骨滑液嚢切除術,BAB 11 00,,
K066-6,関節鏡下膝蓋骨滑液嚢切除術,BAB 11 11,,
K066-7,掌指関節滑膜切除術,B6B 11 00,,
K066-8,関節鏡下掌指関節滑膜切除術,B6B 11 11,,
K067 1,関節鼠摘出手術 肩、股、膝,B28 10 04,部位が肩関節,
K067 1,関節鼠摘出手術 肩、股、膝,B91 10 04,部位が股関節,
K067 1,関節鼠摘出手術 肩、股、膝,BA2 10 04,部位が膝関節,
K067 2,関節鼠摘出手術 胸鎖、肘、手、足,B26 10 07,部位が胸鎖関節,
K067 2,関節鼠摘出手術 胸鎖、肘、手、足,B42 10 07,部位が肘関節,
K067 2,関節鼠摘出手術 胸鎖、肘、手、足,B64 10 07,部位が手関節,
K067 2,関節鼠摘出手術 胸鎖、肘、手、足,BB2 10 17,部位が足関節および距骨周囲関節,
K067 3,関節鼠摘出手術 肩鎖、指（手、足）,B26 10 07,部位が肩鎖関節,
K067 3,関節鼠摘出手術 肩鎖、指（手、足）,B6B 10 07,部位が手指関節,
K067 3,関節鼠摘出手術 肩鎖、指（手、足）,BBN 10 17,部位が足趾関節,
K067-2 1,関節鏡下関節鼠摘出手術 肩、股、膝,B28 10 11,部位が肩関節,
K067-2 1,関節鏡下関節鼠摘出手術 肩、股、膝,B91 10 11,部位が股関節,
K067-2 1,関節鏡下関節鼠摘出手術 肩、股、膝,BA2 10 11,部位が膝関節,
K067-2 2,関節鏡下関節鼠摘出手術 胸鎖、肘、手、足,B26 10 11,部位が胸鎖関節,
K067-2 2,関節鏡下関節鼠摘出手術 胸鎖、肘、手、足,B42 10 11,部位が肘関節,
K067-2 2,関節鏡下関節鼠摘出手術 胸鎖、肘、手、足,B64 10 11,部位が手関節,
K067-2 2,関節鏡下関節鼠摘出手術 胸鎖、肘、手、足,BB2 10 11,部位が足関節および距骨周囲関節,
K067-2 3,関節鏡下関節鼠摘出手術 肩鎖、指（手、足）,B26 10 11,部位が肩鎖関節,
K067-2 3,関節鏡下関節鼠摘出手術 肩鎖、指（手、足）,B6B 10 11,部位が手指関節,
K067-2 3,関節鏡下関節鼠摘出手術 肩鎖、指（手、足）,BBN 10 11,部位が足趾関節,
K068,半月板切除術,BA6 11 00,,
K068-2,関節鏡下半月板切除術,BA6 11 11,,
K069,半月板縫合術,BA6 30 00,,
K069-2,関節鏡下三角線維軟骨複合体切除・縫合術,B64 12 11,切除術の場合,
K069-2,関節鏡下三角線維軟骨複合体切除・縫合術,B64 30 11,縫合術の場合,
K069-3,関節鏡下半月板縫合術,BA6 30 11,,
K070 1,ガングリオン摘出術 手、足、指（手、足）,B52 10 00,部位が手,
K070 1,ガングリオン摘出術 手、足、指（手、足）,B55 10 00,部位が手指,
K070 1,ガングリオン摘出術 手、足、指（手、足）,BB3 10 00,部位が足,
K070 1,ガングリオン摘出術 手、足、指（手、足）,BB6 10 00,部位が足趾,
K070 2,ガングリオン摘出術 その他（ヒグローム摘出術を含む。）,B81 10 00,,
K072 1,関節切除術 肩、股、膝,B28 11 04,部位が肩関節,
K072 1,関節切除術 肩、股、膝,B91 11 04,部位が股関節,
K072 1,関節切除術 肩、股、膝,BA2 11 04,部位が膝関節,
K072 2,関節切除術 胸鎖、肘、手、足,B26 11 04,部位が胸鎖関節,
K072 2,関節切除術 胸鎖、肘、手、足,B42 11 04,部位が肘関節,
K072 2,関節切除術 胸鎖、肘、手、足,B64 11 04,部位が手関節,
K072 2,関節切除術 胸鎖、肘、手、足,BB2 11 04,部位が足関節および距骨周囲関節,
K072 3,関節切除術 肩鎖、指（手、足）,B26 11 04,部位が肩鎖関節,
K072 3,関節切除術 肩鎖、指（手、足）,B6B 11 04,部位が手指関節,
K072 3,関節切除術 肩鎖、指（手、足）,BBN 11 04,部位が足趾関節,
K073 1,関節内骨折観血的手術 肩、股、膝、肘,B28 30 04,部位が肩関節,
K073 1,関節内骨折観血的手術 肩、股、膝、肘,B42 30 04,部位が肘関節,
K073 1,関節内骨折観血的手術 肩、股、膝、肘,B91 30 04,部位が股関節,
K073 1,関節内骨折観血的手術 肩、股、膝、肘,BA2 30 04,部位が膝関節,
K073 2,関節内骨折観血的手術 胸鎖、手、足,B26 30 04,部位が胸鎖関節,
K073 2,関節内骨折観血的手術 胸鎖、手、足,B64 30 04,部位が手関節,
K073 2,関節内骨折観血的手術 胸鎖、手、足,BB2 30 04,部位が足関節および距骨周囲関節,
K073 3,関節内骨折観血的手術 肩鎖、指（手、足）,B26 30 04,部位が肩鎖関節,
K073 3,関節内骨折観血的手術 肩鎖、指（手、足）,B6B 30 04,部位が手指関節,
K073 3,関節内骨折観血的手術 肩鎖、指（手、足）,BBN 30 04,部位が足趾関節,
K073-2 1,関節鏡下関節内骨折観血的手術 肩、股、膝、肘,B28 30 11,部位が肩関節,
K073-2 1,関節鏡下関節内骨折観血的手術 肩、股、膝、肘,B42 30 11,部位が肘関節,
K073-2 1,関節鏡下関節内骨折観血的手術 肩、股、膝、肘,B91 30 11,部位が股関節,
K073-2 1,関節鏡下関節内骨折観血的手術 肩、股、膝、肘,BA2 30 11,部位が膝関節,
K073-2 2,関節鏡下関節内骨折観血的手術 胸鎖、手、足,B26 30 11,部位が胸鎖関節,
K073-2 2,関節鏡下関節内骨折観血的手術 胸鎖、手、足,B64 30 11,部位が手関節,
K073-2 2,関節鏡下関節内骨折観血的手術 胸鎖、手、足,BB2 30 11,部位が足関節および距骨周囲関節,
K073-2 3,関節鏡下関節内骨折観血的手術 肩鎖、指（手、足）,B26 30 11,部位が肩鎖関節,
K073-2 3,関節鏡下関節内骨折観血的手術 肩鎖、指（手、足）,B6B 30 11,部位が手指関節,
K073-2 3,関節鏡下関節内骨折観血的手術 肩鎖、指（手、足）,BBN 30 11,部位が足趾関節,
K074 1,靱帯断裂縫合術 十字靱帯,BA9 30 00,,
K074 2,靱帯断裂縫合術 膝側副靱帯,BA7 30 00,部位が膝内側側副靱帯,
K074 2,靱帯断裂縫合術 膝側副靱帯,BA8 30 00,部位が膝外側側副靱帯,
K074 3,靱帯断裂縫合術 指（手、足）その他の靱帯,B6G 30 00,部位が手指靱帯,
K074 3,靱帯断裂縫合術 指（手、足）その他の靱帯,BBP 30 00,部位が足趾靱帯,
K074 3,靱帯断裂縫合術 指（手、足）その他の靱帯,B19 30 00,部位が膝または手足の指以外,
K074-2 1,関節鏡下靱帯断裂縫合術 十字靱帯,BA9 30 11,,
K074-2 2,関節鏡下靱帯断裂縫合術 膝側副靱帯,BA7 30 11,部位が膝内側側副靱帯,
K074-2 2,関節鏡下靱帯断裂縫合術 膝側副靱帯,BA8 30 11,部位が膝外側側副靱帯,
K074-2 3,関節鏡下靱帯断裂縫合術 指（手、足）その他の靱帯,B6G 30 11,部位が手指靱帯,
K074-2 3,関節鏡下靱帯断裂縫合術 指（手、足）その他の靱帯,BBP 30 11,部位が足趾靱帯,
K074-2 3,関節鏡下靱帯断裂縫合術 指（手、足）その他の靱帯,B19 30 11,部位が膝または手足の指以外,
K075 1,非観血的関節授動術 肩、股、膝,B28 30 44,部位が肩関節,
K075 1,非観血的関節授動術 肩、股、膝,B91 30 44,部位が股関節,
K075 1,非観血的関節授動術 肩、股、膝,BA2 30 44,部位が膝関節,
K075 2,非観血的関節授動術 胸鎖、肘、手、足,B26 30 44,部位が胸鎖関節,
K075 2,非観血的関節授動術 胸鎖、肘、手、足,B42 30 44,部位が肘関節,
K075 2,非観血的関節授動術 胸鎖、肘、手、足,B64 30 44,部位が手関節,
K075 2,非観血的関節授動術 胸鎖、肘、手、足,BB2 30 44,部位が足関節および距骨周囲関節,
K075 3,非観血的関節授動術 肩鎖、指（手、足）,B26 30 44,部位が肩鎖関節,
K075 3,非観血的関節授動術 肩鎖、指（手、足）,B6B 30 44,部位が手指関節,
K075 3,非観血的関節授動術 肩鎖、指（手、足）,BBN 30 44,部位が足趾関節,
K076 1,観血的関節授動術 肩、股、膝,B28 30 04,部位が肩関節,
K076 1,観血的関節授動術 肩、股、膝,B91 30 04,部位が股関節,
K076 1,観血的関節授動術 肩、股、膝,BA2 30 04,部位が膝関節,
K076 2,観血的関節授動術 胸鎖、肘、手、足,B26 30 04,部位が胸鎖関節,
K076 2,観血的関節授動術 胸鎖、肘、手、足,B42 30 04,部位が肘関節,
K076 2,観血的関節授動術 胸鎖、肘、手、足,B64 30 04,部位が手関節,
K076 2,観血的関節授動術 胸鎖、肘、手、足,BB2 30 04,部位が足関節および距骨周囲関節,
K076 3,観血的関節授動術 肩鎖、指（手、足）,B26 30 04,部位が肩鎖関節,
K076 3,観血的関節授動術 肩鎖、指（手、足）,B6B 30 04,部位が手指関節,
K076 3,観血的関節授動術 肩鎖、指（手、足）,BBN 30 04,部位が足趾関節,
K076-2 1,関節鏡下関節授動術 肩、股、膝,B28 30 11,部位が肩関節,
K076-2 1,関節鏡下関節授動術 肩、股、膝,B91 30 11,部位が股関節,
K076-2 1,関節鏡下関節授動術 肩、股、膝,BA2 30 11,部位が膝関節,
K076-2 2,関節鏡下関節授動術 胸鎖、肘、手、足,B26 30 11,部位が胸鎖関節,
K076-2 2,関節鏡下関節授動術 胸鎖、肘、手、足,B42 30 11,部位が肘関節,
K076-2 2,関節鏡下関節授動術 胸鎖、肘、手、足,B64 30 11,部位が手関節,
K076-2 2,関節鏡下関節授動術 胸鎖、肘、手、足,BB2 30 11,部位が足関節および距骨周囲関節,
K076-2 3,関節鏡下関節授動術 肩鎖、指（手、足）,B26 30 11,部位が肩鎖関節,
K076-2 3,関節鏡下関節授動術 肩鎖、指（手、足）,B6B 30 11,部位が手指関節,
K076-2 3,関節鏡下関節授動術 肩鎖、指（手、足）,BBN 30 11,部位が足趾関節,
K077 1,観血的関節制動術 肩、股、膝,B28 30 04,部位が肩関節,
K077 1,観血的関節制動術 肩、股、膝,B91 30 04,部位が股関節,
K077 1,観血的関節制動術 肩、股、膝,BA2 30 04,部位が膝関節,
K077 2,観血的関節制動術 胸鎖、肘、手、足,B26 30 04,部位が胸鎖関節,
K077 2,観血的関節制動術 胸鎖、肘、手、足,B42 30 04,部位が肘関節,
K077 2,観血的関節制動術 胸鎖、肘、手、足,B64 30 04,部位が手関節,
K077 2,観血的関節制動術 胸鎖、肘、手、足,BB2 30 04,部位が足関節および距骨周囲関節,
K077 3,観血的関節制動術 肩鎖、指（手、足）,B26 30 04,部位が肩鎖関節,
K077 3,観血的関節制動術 肩鎖、指（手、足）,B6B 30 04,部位が手指関節,
K077 3,観血的関節制動術 肩鎖、指（手、足）,BBN 30 04,部位が足趾関節,
K078 1,観血的関節固定術 肩、股、膝,B28 38 04,部位が肩関節,
K078 1,観血的関節固定術 肩、股、膝,B91 38 04,部位が股関節,
K078 1,観血的関節固定術 肩、股、膝,BA2 38 04,部位が膝関節,
K078 2,観血的関節固定術 胸鎖、肘、手、足,B26 38 04,部位が胸鎖関節,
K078 2,観血的関節固定術 胸鎖、肘、手、足,B42 38 04,部位が肘関節,
K078 2,観血的関節固定術 胸鎖、肘、手、足,B64 38 04,部位が手関節,
K078 2,観血的関節固定術 胸鎖、肘、手、足,BB2 38 04,部位が足関節および距骨周囲関節,
K078 3,観血的関節固定術 肩鎖、指（手、足）,B26 38 04,部位が肩鎖関節,
K078 3,観血的関節固定術 肩鎖、指（手、足）,B6B 38 04,部位が手指関節,
K078 3,観血的関節固定術 肩鎖、指（手、足）,BBN 38 04,部位が足趾関節,
K079 1,靱帯断裂形成手術 十字靱帯,BA9 30 00,,
K079 2,靱帯断裂形成手術 膝側副靱帯,BA7 30 00,部位が内側側副靱帯,
K079 2,靱帯断裂形成手術 膝側副靱帯,BA8 30 00,部位が外側側副靱帯,
K079 3,靱帯断裂形成手術 指（手、足）その他の靱帯,B6G 30 00,部位が手指靱帯,
K079 3,靱帯断裂形成手術 指（手、足）その他の靱帯,BA9 30 00,部位が内側膝蓋大腿靱帯,
K079 3,靱帯断裂形成手術 指（手、足）その他の靱帯,BBP 30 00,部位が足趾靱帯,
K079 3,靱帯断裂形成手術 指（手、足）その他の靱帯,B19 30 00,部位が膝または手足の指以外,
K079-2 1,関節鏡下靱帯断裂形成手術 十字靱帯,BA9 30 11,,
K079-2 2,関節鏡下靱帯断裂形成手術 膝側副靱帯,BA7 30 11,部位が内側側副靱帯,
K079-2 2,関節鏡下靱帯断裂形成手術 膝側副靱帯,BA8 30 11,部位が外側側副靱帯,
K079-2 3,関節鏡下靱帯断裂形成手術 指（手、足）その他の靱帯,B6G 30 11,部位が手指靱帯,
K079-2 3,関節鏡下靱帯断裂形成手術 指（手、足）その他の靱帯,BBP 30 11,部位が足趾靱帯,
K079-2 3,関節鏡下靱帯断裂形成手術 指（手、足）その他の靱帯,B19 30 11,部位が膝または手足の指以外,
K079-2 4,関節鏡下靱帯断裂形成手術 内側膝蓋大腿靱帯,BA9 30 11,,
K080 1,関節形成手術 肩、股、膝,B28 30 04,部位が肩関節,
K080 1,関節形成手術 肩、股、膝,B91 30 04,部位が股関節,
K080 1,関節形成手術 肩、股、膝,BA2 30 04,部位が膝関節,
K080 2,関節形成手術 胸鎖、肘、手、足,B26 30 04,部位が胸鎖関節,
K080 2,関節形成手術 胸鎖、肘、手、足,B42 30 04,部位が肘関節,
K080 2,関節形成手術 胸鎖、肘、手、足,B64 30 04,部位が手関節,
K080 2,関節形成手術 胸鎖、肘、手、足,BB2 30 04,部位が足関節および距骨周囲関節,
K080 3,関節形成手術 肩鎖、指（手、足）,B26 30 04,部位が肩鎖関節,
K080 3,関節形成手術 肩鎖、指（手、足）,B6B 30 04,部位が手指関節,
K080 3,関節形成手術 肩鎖、指（手、足）,BBN 30 04,部位が足趾関節,
K080-2,内反足手術,BB2 30 04,,
K080-3 1,肩腱板断裂手術 簡単なもの,B29 30 00,腱板断裂5cm未満,
K080-3 2,肩腱板断裂手術 複雑なもの,B29 30 00,腱板断裂5cm以上、筋膜筋腱移植を伴うもの,
K080-4 1,関節鏡下肩腱板断裂手術 簡単なもの,B29 30 11,5cm未満,
K080-4 2,関節鏡下肩腱板断裂手術 複雑なもの,B29 30 11,腱板断裂5cm以上、筋膜筋腱移植を伴うもの,
K080-5 1,関節鏡下肩関節唇形成術 腱板断裂を伴うもの,B28 30 11,,
K080-5 2,関節鏡下肩関節唇形成術 腱板断裂を伴わないもの,B28 30 11,,
K080-6,関節鏡下股関節唇形成術,B92 30 11,,
K081 1,人工骨頭挿入術 肩、股,B28 34 04,部位が肩関節,
K081 1,人工骨頭挿入術 肩、股,B91 34 04,部位が股関節,
K081 1,人工骨頭挿入術 肩、股,BA2 34 04,人工骨頭挿入術・膝関節,
K081 2,人工骨頭挿入術 肘、手、足,B42 34 04,部位が肘関節,
K081 2,人工骨頭挿入術 肘、手、足,B64 34 04,部位が手関節,
K081 2,人工骨頭挿入術 肘、手、足,BB2 34 04,部位が足関節および距骨周囲関節,
K081 3,人工骨頭挿入術 指（手、足）,B26 34 04,部位が肩鎖関節,
K081 3,人工骨頭挿入術 指（手、足）,B6B 34 04,部位が手指関節,
K081 3,人工骨頭挿入術 指（手、足）,BBN 34 04,部位が足趾関節,
K082 1,人工関節置換術 肩、股、膝,B28 34 04,部位が肩関節,
K082 1,人工関節置換術 肩、股、膝,B91 34 04,部位が股関節,
K082 1,人工関節置換術 肩、股、膝,BA2 34 04,部位が膝関節,
K082 2,人工関節置換術 胸鎖、肘、手、足,B26 34 04,部位が胸鎖関節,
K082 2,人工関節置換術 胸鎖、肘、手、足,B42 34 04,部位が肘関節,
K082 2,人工関節置換術 胸鎖、肘、手、足,B64 34 04,部位が手関節,
K082 2,人工関節置換術 胸鎖、肘、手、足,BB2 34 04,部位が足関節および距骨周囲関節,
K082 3,人工関節置換術 肩鎖、指（手、足）,B26 34 04,部位が肩鎖関節,
K082 3,人工関節置換術 肩鎖、指（手、足）,B6B 34 04,部位が手指関節,
K082 3,人工関節置換術 肩鎖、指（手、足）,BBN 34 04,部位が足趾関節,
K082-2 1,人工関節抜去術 肩、股、膝,B28 17 04,部位が肩関節,
K082-2 1,人工関節抜去術 肩、股、膝,B91 17 04,部位が股関節,
K082-2 1,人工関節抜去術 肩、股、膝,BA2 17 04,部位が膝関節,
K082-2 2,人工関節抜去術 胸鎖、肘、手、足,B26 17 04,部位が胸鎖関節,
K082-2 2,人工関節抜去術 胸鎖、肘、手、足,B42 17 04,部位が肘関節,
K082-2 2,人工関節抜去術 胸鎖、肘、手、足,B64 17 04,部位が手関節,
K082-2 2,人工関節抜去術 胸鎖、肘、手、足,BB2 17 04,部位が足関節および距骨周囲関節,
K082-2 3,人工関節抜去術 肩鎖、指（手、足）,B26 17 04,部位が肩鎖関節,
K082-2 3,人工関節抜去術 肩鎖、指（手、足）,B6B 17 04,部位が手指関節,
K082-2 3,人工関節抜去術 肩鎖、指（手、足）,BBN 17 04,部位が足趾関節,
K082-3 1,人工関節再置換術 肩、股、膝,B28 34 04,部位が肩関節,
K082-3 1,人工関節再置換術 肩、股、膝,B91 34 04,部位が股関節,
K082-3 1,人工関節再置換術 肩、股、膝,BA2 34 04,部位が膝関節,
K082-3 2,人工関節再置換術 胸鎖、肘、手、足,B26 34 04,部位が胸鎖関節,
K082-3 2,人工関節再置換術 胸鎖、肘、手、足,B42 34 04,部位が肘関節,
K082-3 2,人工関節再置換術 胸鎖、肘、手、足,B64 34 04,部位が手関節,
K082-3 2,人工関節再置換術 胸鎖、肘、手、足,BB2 34 04,部位が足関節および距骨周囲関節,
K082-3 3,人工関節再置換術 肩鎖、指（手、足）,B26 34 04,部位が肩鎖関節,
K082-3 3,人工関節再置換術 肩鎖、指（手、足）,B6B 34 04,部位が手指関節,
K082-3 3,人工関節再置換術 肩鎖、指（手、足）,BBN 34 04,部位が足趾関節,
K082-4,自家肋骨肋軟骨関節全置換術,B42 34 00,部位が腕橈関節,
K082-4,自家肋骨肋軟骨関節全置換術,B64 34 00,部位が遠位橈尺関節,
K082-4,自家肋骨肋軟骨関節全置換術,B6B 34 00,部位が手指関節,
K082-4,自家肋骨肋軟骨関節全置換術,BBL 34 00,部位が足趾関節,
K083,鋼線等による直達牽引（初日。観血的に行った場合の手技料を含む。）（１局所につき）,B12 30 14,,
K083-2,内反足足板挺子固定,BB2 30 14,,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F64 12 00,部位が上腕,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F66 12 00,部位が前腕,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F67 12 00,部位が手,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F74 12 00,部位が大腿,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F76 12 00,部位が下腿,
K084 1,四肢切断術 上腕、前腕、手、大腿、下腿、足,F77 12 00,部位が足部,
K084 2,四肢切断術 指（手、足）,F6A 12 00,部位が手指,
K084 2,四肢切断術 指（手、足）,F7A 12 00,部位が足趾,
K084-2,肩甲帯離断術,F61 15 00,,
K085 1,四肢関節離断術 肩、股、膝,B28 13 00,部位が肩関節,
K085 1,四肢関節離断術 肩、股、膝,B91 13 00,部位が股関節,
K085 1,四肢関節離断術 肩、股、膝,BA2 13 00,部位が膝関節,
K085 2,四肢関節離断術 肘、手、足,B42 13 00,部位が肘関節,
K085 2,四肢関節離断術 肘、手、足,B64 13 00,部位が手関節,
K085 2,四肢関節離断術 肘、手、足,BB9 13 00,部位が足関節および距骨周囲関節,
K085 3,四肢関節離断術 指（手、足）,B6B 13 00,部位が手指関節,
K085 3,四肢関節離断術 指（手、足）,BBN 13 00,部位が足趾関節,
K086 1,断端形成術（軟部形成のみのもの） 指（手、足）,B83 30 00,部位が手指,
K086 1,断端形成術（軟部形成のみのもの） 指（手、足）,B84 30 00,部位が足指,
K086 2,断端形成術（軟部形成のみのもの） その他,B82 30 00,部位が手足の指以外,
K087 1,断端形成術（骨形成を要するもの） 指（手、足）,F6A 30 00,部位が手指,
K087 1,断端形成術（骨形成を要するもの） 指（手、足）,F7A 30 00,部位が足指,
K087 2,断端形成術（骨形成を要するもの） その他,F64 30 00,部位が上腕,
K087 2,断端形成術（骨形成を要するもの） その他,F66 30 00,部位が前腕,
K087 2,断端形成術（骨形成を要するもの） その他,F67 30 00,部位が手,
K087 2,断端形成術（骨形成を要するもの） その他,F74 30 00,部位が大腿,
K087 2,断端形成術（骨形成を要するもの） その他,F76 30 00,部位が下腿,
K087 2,断端形成術（骨形成を要するもの） その他,F77 30 00,部位が足部,
K088 1,切断四肢再接合術 四肢,F61 30 04,部位が肩甲帯,
K088 1,切断四肢再接合術 四肢,F64 30 04,部位が上腕,
K088 1,切断四肢再接合術 四肢,F66 30 04,部位が前腕,
K088 1,切断四肢再接合術 四肢,F67 30 04,部位が手,
K088 1,切断四肢再接合術 四肢,F74 30 04,部位が大腿,
K088 1,切断四肢再接合術 四肢,F76 30 04,部位が下腿,
K088 1,切断四肢再接合術 四肢,F77 30 04,部位が足,
K088 2,切断四肢再接合術 指（手、足）,F6A 30 04,部位が手指,
K088 2,切断四肢再接合術 指（手、足）,F7A 30 04,部位が足趾,
K089,爪甲除去術,A54 11 00,,
K090 1,ひょう疽手術 軟部組織のもの,A6A 11 00,,
K090 2,ひょう疽手術 骨、関節のもの,B55 11 00,,
K090-2,風棘手術,B12 10 00,,
K091 1,陥入爪手術 簡単なもの,A54 11 00,,
K091 2,陥入爪手術 爪床爪母の形成を伴う複雑なもの,A54 11 00,,
K093,手根管開放手術,B6P 16 00,,
K093-2,関節鏡下手根管開放手術,B6P 16 11,,
K094,足三関節固定（ランブリヌディ）手術   ,BB2 30 04,,
K096 1,手掌、足底腱膜切離・切除術 鏡視下によるもの,B59 11 11,部位が手掌腱膜,
K096 1,手掌、足底腱膜切離・切除術 鏡視下によるもの,BBR 11 11,部位が足底腱膜で、切離術の場合,
K096 1,手掌、足底腱膜切離・切除術 鏡視下によるもの,BBR 11 11,部位が足底腱膜で、切除術の場合,
K096 2,手掌、足底腱膜切離・切除術 その他のもの,B59 11 00,部位が手掌腱膜,
K096 2,手掌、足底腱膜切離・切除術 その他のもの,BBR 11 00,部位が足底腱膜で、切離術の場合,
K096 2,手掌、足底腱膜切離・切除術 その他のもの,BBR 11 00,部位が足底腱膜で、切除術の場合,
K096-2,体外衝撃波疼痛治療術（一連につき） ,B82 17 40,,
K097,手掌、足底異物摘出術,B54 17 00,部位が手掌,
K097,手掌、足底異物摘出術,BB5 17 00,部位が足底,
K098,手掌屈筋腱縫合術,B6N 30 00,,
K099,指瘢痕拘縮手術,A6A 10 00,,
K099-2 1,デュプイトレン拘縮手術 1指,B59 10 00,,
K099-2 2,デュプイトレン拘縮手術 2指から3指,B59 10 00,,
K099-2 3,デュプイトレン拘縮手術 4指以上,B59 10 00,,
K100 1,多指症手術 軟部形成のみのもの,B52 32 00,,
K100 2,多指症手術 骨関節、腱の形成を要するもの,B52 32 04,,
K101 1,合指症手術 軟部形成のみのもの,B52 32 00,,
K101 2,合指症手術 骨関節、腱の形成を要するもの,B52 32 04,,
K101-2 1,指癒着症手術 軟部形成のみのもの,B52 32 00,,
K101-2 2,指癒着症手術 骨関節、腱の形成を要するもの,B52 32 04,,
K102 1,巨指症手術 軟部形成のみのもの,B52 32 00,,
K102 2,巨指症手術 骨関節、腱の形成を要するもの,B52 32 04,,
K103 1,屈指症手術、斜指症手術 軟部形成のみのもの,B52 32 00,,
K103 2,屈指症手術、斜指症手術 骨関節、腱の形成を要するもの,B52 32 04,,
K105,裂手、裂足手術,B52 32 00,裂手の場合,
K105,裂手、裂足手術,BB3 32 00,裂足の場合,
K106,母指化手術,B56 32 04,,
K107,指移植手術,B52 43 00,,
K108,母指対立再建術,B56 32 00,,
K109,神経血管柄付植皮術（手、足）,AW1 43 00,,
K110,第四足指短縮症手術,BBJ 32 04,,
K110-2,第一足指外反症矯正手術,BBJ 32 04,,
K112,腸骨窩膿瘍切開術,C52 16 04,,
K113,腸骨窩膿瘍掻爬術,C52 16 04,,
K116,脊椎、骨盤骨掻爬術,C23 17 04,部位が頚椎椎体,
K116,脊椎、骨盤骨掻爬術,C33 17 04,部位が胸椎椎体,
K116,脊椎、骨盤骨掻爬術,C43 17 04,部位が腰椎椎体,
K116,脊椎、骨盤骨掻爬術,C4C 17 04,部位が仙椎仙腸関節,
K116,脊椎、骨盤骨掻爬術,C11 17 04,部位が脊椎で後部掻爬の場合,
K116,脊椎、骨盤骨掻爬術,C51 17 04,部位が骨盤骨,
