code,name,point_code,note1,note2
K659 3,食道下部迷走神経切除術（幹迷切） 胃切除術を併施するもの,Q22 15 00,,
K659-2,腹腔鏡下食道下部迷走神経切断術（幹迷切）,Q22 15 11,,
K660 1,食道下部迷走神経選択的切除術 単独のもの,Q22 15 00,,
K660 2,食道下部迷走神経選択的切除術 ドレナージを併施するもの,Q22 15 00,,
K660 3,食道下部迷走神経選択的切除術 胃切除術を併施するもの,Q22 15 00,,
K660-2,腹腔鏡下食道下部迷走神経選択的切除術,Q22 15 11,,
K661,胃冠状静脈結紮及び切除術,Q22 20 00,,
K662,胃腸吻合術（ブラウン吻合を含む。）,Q21 30 00,,
K662-2,腹腔鏡下胃腸吻合術,Q21 30 11,,
K663,十二指腸空腸吻合術,Q31 30 00,,
K664,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,Q21 16 00,開腹の場合,
K664,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,Q21 16 11,腹腔鏡下の場合,
K664,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,Q21 16 21,内視鏡下の場合,
K664-2,経皮経食道胃管挿入術（ＰＴＥＧ）,Q13 16 14,,
K664-3,薬剤投与用胃瘻造設術,Q21 16 00,開腹の場合,
K664-3,薬剤投与用胃瘻造設術,Q21 16 11,腹腔鏡下の場合,
K664-3,薬剤投与用胃瘻造設術,Q21 16 21,内視鏡下の場合,
K665 1,胃瘻閉鎖術 開腹又は腹腔鏡によるもの,Q21 35 00,開腹の場合,
K665 1,胃瘻閉鎖術 開腹又は腹腔鏡によるもの,Q21 35 11,腹腔鏡下の場合,
K665 2,胃瘻閉鎖術 内視鏡によるもの,Q21 35 21,,
K665-2,胃瘻抜去術,Q21 17 00,,
K666,幽門形成術（粘膜外幽門筋切開術を含む。）,Q24 33 00,,
K666-2,腹腔鏡下幽門形成術,Q24 33 11,,
K667,噴門形成術,Q16 36 00,,
K667-2,腹腔鏡下噴門形成術,Q16 36 11,,
K668,胃横断術（静脈瘤手術）,T68 15 00,,
K668-2,バルーン閉塞下逆行性経静脈的塞栓術,TB1 18 13,,
K669,胆管切開術,Q86 14 04,,
K670,胆嚢切開結石摘出術,Q81 17 04,,
K671 1,胆管切開結石摘出術（チューブ挿入を含む。） 胆嚢摘出を含むもの,Q86 17 04,,
K671 2,胆管切開結石摘出術（チューブ挿入を含む。） 胆嚢摘出を含まないもの,Q86 17 04,,
K671-2 1,腹腔鏡下胆管切開結石摘出術 胆嚢摘出を含むもの,Q86 17 11,,
K671-2 2,腹腔鏡下胆管切開結石摘出術 胆嚢摘出を含まないもの,Q86 17 11,,
K672,胆嚢摘出術,Q81 12 04,,
K672-2,腹腔鏡下胆嚢摘出術,Q81 12 11,,
K673,胆管形成手術（胆管切除術を含む。）,Q86 33 00,,
K674,総胆管拡張症手術,Q87 12 04,,
K674-2,腹腔鏡下総胆管拡張症手術,Q87 12 11,,
K675 1,胆嚢悪性腫瘍手術 胆嚢に限局するもの（リンパ節郭清を含む。）,Q81 12 07,胆嚢に限局する場合,
K675 1,胆嚢悪性腫瘍手術 胆嚢に限局するもの（リンパ節郭清を含む。）,Q81 13 07,肝床切除を伴う場合,
K675 2,胆嚢悪性腫瘍手術 肝切除（亜区域切除以上）を伴うもの,Q81 13 07,,
K675 3,胆嚢悪性腫瘍手術 肝切除（葉以上）を伴うもの,Q81 13 07,,
K675 4,胆嚢悪性腫瘍手術 膵頭十二指腸切除を伴うもの,Q81 13 07,,
K675 5,胆嚢悪性腫瘍手術 膵頭十二指腸切除及び肝切除（葉以上）を伴うもの,Q81 13 07,,
K677 1,胆管悪性腫瘍手術 膵頭十二指腸切除及び肝切除（葉以上）を伴うもの,Q86 13 07,,
K677 2,胆管悪性腫瘍手術 その他のもの,Q86 13 07,,
K677-2 1,肝門部胆管悪性腫瘍手術 血行再建あり,Q86 13 00,,
K677-2 2,肝門部胆管悪性腫瘍手術 血行再建なし,Q86 13 00,,
K678,体外衝撃波胆石破砕術（一連につき）,Q81 17 44,,
K679,胆嚢胃（腸）吻合術,Q81 16 00,,
K680,総胆管胃（腸）吻合術,Q87 16 00,,
K681,胆嚢外瘻造設術,Q81 16 04,,
K682 1,胆管外瘻造設術 開腹によるもの,Q83 16 04,,
K682 2,胆管外瘻造設術 経皮経肝によるもの,Q83 16 14,,
K682-2,経皮的胆管ドレナージ術,Q81 16 17,,
K682-3,内視鏡的経鼻胆管ドレナージ術（ＥＮＢＤ）,Q87 16 21,,
K682-4,超音波内視鏡下瘻孔形成術（腹腔内膿瘍に対するもの）,Q87 16 21,肝胆道系疾患の場合,
K682-4,超音波内視鏡下瘻孔形成術（腹腔内膿瘍に対するもの）,Q92 16 21,膵管系疾患の場合,
K684,先天性胆道閉鎖症手術,Q87 11 00,,
K684-2,腹腔鏡下胆道閉鎖症手術,Q87 11 11,,
K685 1,内視鏡的胆道結石除去術 胆道砕石術を伴うもの,Q87 17 21,,
K685 2,内視鏡的胆道結石除去術 その他のもの,Q87 17 21,,
K686,内視鏡的胆道拡張術,Q87 33 21,,
K687 1,内視鏡的乳頭切開術 乳頭括約筋切開のみのもの,Q37 16 21,,
K687 2,内視鏡的乳頭切開術 胆道砕石術を伴うもの,Q37 17 21,,
K688,内視鏡的胆道ステント留置術,Q87 33 21,,
K689,経皮経肝胆管ステント挿入術,Q87 33 14,,
K689-2,経皮経肝バルーン拡張術,Q87 33 14,,
K690,肝縫合術,Q72 30 07,,
K691 1,肝膿瘍切開術 開腹によるもの,Q72 16 07,,
K691 2,肝膿瘍切開術 開胸によるもの,Q72 16 07,,
K691-2,経皮的肝膿瘍ドレナージ術,Q72 16 14,,
K692,肝嚢胞切開又は縫縮術,Q72 16 07,切開術の場合,
K692,肝嚢胞切開又は縫縮術,Q72 36 07,縫縮術の場合,
K692-2,腹腔鏡下肝嚢胞切開術,Q72 16 11,,
K693,肝内結石摘出術（開腹）,Q84 17 07,,
K694,肝嚢胞、肝膿瘍摘出術,Q72 16 07,肝膿瘍の場合,
K694,肝嚢胞、肝膿瘍摘出術,Q72 10 07,肝嚢胞の場合,
K695 1,肝切除術 部分切除,Q72 11 07,,
K695 2,肝切除術 亜区域切除,Q72 11 00,,
K695 3,肝切除術 外側区域切除,Q72 12 00,,
K695 4,肝切除術 １区域切除（外側区域切除を除く。）,Q72 13 07,,
K695 5,肝切除術 ２区域切除,Q72 13 07,,
K695 6,肝切除術 ３区域切除以上のもの,Q72 12 07,,
K695 7,肝切除術 ２区域切除以上であって、血行再建を伴うもの,Q72 13 07,,
K695-2 1,腹腔鏡下肝切除術 部分切除,Q72 11 11,,
K695-2 2,腹腔鏡下肝切除術 外側区域切除,Q72 11 11,,
K695-2 3,腹腔鏡下肝切除術 亜区域切除,Q72 11 11,,
K695-2 4,腹腔鏡下肝切除術 １区域切除（外側区域切除を除く。）,Q72 13 11,,
K695-2 5,腹腔鏡下肝切除術 ２区域切除,Q72 13 11,,
K695-2 6,腹腔鏡下肝切除術 ３区域切除以上のもの,Q72 13 11,,
K696,肝内胆管（肝管）胃（腸）吻合術,Q84 16 00,,
K697 1,肝内胆管外瘻造設術 開腹によるもの,Q84 16 07,,
K697 2,肝内胆管外瘻造設術 経皮経肝によるもの,Q84 16 17,,
K697-2 1,肝悪性腫瘍マイクロ波凝固法（一連として） 腹腔鏡によるもの,Q72 18 11,,
K697-2 2,肝悪性腫瘍マイクロ波凝固法（一連として） その他のもの,Q72 18 07,開腹の場合,
K697-2 2,肝悪性腫瘍マイクロ波凝固法（一連として） その他のもの,Q72 18 17,経皮的な場合,
K697-3 1 イ,肝悪性腫瘍ラジオ波焼灼療法（一連として） ２センチメートル以内のもの 腹腔鏡によるもの,Q72 18 11,,
K697-3 1 ロ,肝悪性腫瘍ラジオ波焼灼療法（一連として） ２センチメートル以内のもの その他のもの,Q72 18 07,,
K697-3 2 イ,肝悪性腫瘍ラジオ波焼灼療法（一連として） ２センチメートルを超えるもの 腹腔鏡によるもの,Q72 18 11,,
K697-3 2 ロ,肝悪性腫瘍ラジオ波焼灼療法（一連として） ２センチメートルを超えるもの その他のもの,Q72 18 07,開腹の場合,
K697-3 2 ロ,肝悪性腫瘍ラジオ波焼灼療法（一連として） ２センチメートルを超えるもの その他のもの,Q72 18 17,経皮的な場合,
K697-4,移植用部分肝採取術(生体),Q76 42 00,外側区域の場合,
K697-4,移植用部分肝採取術(生体),Q74 42 00,左葉の場合,
K697-4,移植用部分肝採取術(生体),Q73 42 00,右葉又は拡大右後区域の場合,
K697-5,生体部分肝移植術,Q72 43 00,,
K697-6,移植用肝採取術(死体),Q72 42 00,,
K697-7,同種死体肝移植術,Q72 43 00,,
K698 1,急性膵炎手術 感染性壊死部切除を伴うもの,Q92 10 07,,
K698 2,急性膵炎手術 その他のもの,Q92 16 00,,
K699 1,膵結石手術 膵切開によるもの,Q92 17 07,,
K699 2,膵結石手術 経十二指腸乳頭によるもの,Q92 17 07,,
K699-2,体外衝撃波膵石破砕術（一連につき）,Q92 50 40,,
K700,膵中央切除術,Q92 11 00,,
K700-2,膵腫瘍摘出術,Q92 10 07,,
K700-3,腹腔鏡下膵腫瘍摘出術,Q92 10 11,,
K701,膵破裂縫合術,Q92 30 00,,
K702 1 イ,膵体尾部腫瘍切除術 膵尾部切除術の場合 脾同時切除の場合,Q97 11 07,,
K702 1 ロ,膵体尾部腫瘍切除術 膵尾部切除術の場合 脾温存の場合,Q97 11 07,,
K702 2,膵体尾部腫瘍切除術 リンパ節・神経叢郭清等を伴う腫瘍切除術の場合,Q97 13 07,,
K702 3,膵体尾部腫瘍切除術 周辺臓器（胃、結腸、腎、副腎等）の合併切除を伴う腫瘍切除術の場合,Q97 13 07,,
K702 4,膵体尾部腫瘍切除術 血行再建を伴う腫瘍切除術の場合,Q97 13 07,,
K702-2 1,腹腔鏡下膵体尾部腫瘍切除術 脾同時切除の場合,Q97 11 11,,
K702-2 2,腹腔鏡下膵体尾部腫瘍切除術 脾温存の場合,Q97 11 11,,
K703 1,膵頭部腫瘍切除術 膵頭十二指腸切除術の場合,Q94 12 07,,
K703 2,膵頭部腫瘍切除術 リンパ節・神経叢郭清等を伴う腫瘍切除術の場合又は十二指腸温存膵頭切除術の場合,Q93 13 07,十二指腸温存膵頭切除術の場合,
K703 2,膵頭部腫瘍切除術 リンパ節・神経叢郭清等を伴う腫瘍切除術の場合又は十二指腸温存膵頭切除術の場合,Q94 13 07,膵頭十二指腸切除術の場合,
K703 3,膵頭部腫瘍切除術 周辺臓器（胃、結腸、腎、副腎等）の合併切除を伴う腫瘍切除術の場合,Q94 13 07,,
K703 4,膵頭部腫瘍切除術 血行再建を伴う腫瘍切除術の場合,Q94 13 07,,
K703-2,腹腔鏡下膵頭十二指腸切除術,Q94 12 11,,
K704,膵全摘術,Q92 12 07,血行再建を伴わない場合,
K704,膵全摘術,Q92 13 07,血行再建を伴う場合,
K705,膵嚢胞胃（腸）吻合術,Q92 16 07,膵嚢胞胃吻合術の場合,
K705,膵嚢胞胃（腸）吻合術,Q92 16 00,膵嚢胞腸吻合術の場合,
K706,膵管空腸吻合術,Q98 16 07,,
K707 1,膵嚢胞外瘻造設術 内視鏡によるもの,Q92 16 21,,
K707 2,膵嚢胞外瘻造設術 開腹によるもの,Q92 16 07,,
K708,膵管外瘻造設術,Q98 16 07,,
K708-2,膵管誘導手術,Q98 16 07,,
K708-3,内視鏡的膵管ステント留置術,Q98 33 21,,
K709,膵瘻閉鎖術,Q98 35 04,,
K709-2,移植用膵採取術（死体）,Q92 42 00,,
K709-3,同種死体膵移植術,Q92 43 00,,
K709-4,移植用膵腎採取術（死体）,Q92 42 00,,
K709-5,同種死体膵腎移植術,Q92 43 00,,
K710,脾縫合術（部分切除を含む。）,Q99 30 00,脾縫合術の場合,
K710,脾縫合術（部分切除を含む。）,Q99 11 00,脾部分切除術の場合,
K711,脾摘出術,Q99 12 00,,
K711-2,腹腔鏡下脾摘出術,Q99 12 11,,
K712,破裂腸管縫合術,Q41 30 00,,
K713,腸切開術,Q41 14 00,診断、腸組織試験採取の場合,
K713,腸切開術,Q41 17 00,異物除去の場合,
K714,腸管癒着症手術,Q41 15 00,,
K714-2,腹腔鏡下腸管癒着剥離術,Q41 15 11,,
K715 1,腸重積症整復術 非観血的なもの,Q41 33 20,,
K715 2,腸重積症整復術 観血的なもの,Q41 33 00,,
K715-2,腹腔鏡下腸重積症整復術,Q41 33 11,,
K716 1,小腸切除術 悪性腫瘍手術以外の切除術,Q41 11 00,,
K716 2,小腸切除術 悪性腫瘍手術,Q41 11 00,単純切除の場合,
K716 2,小腸切除術 悪性腫瘍手術,Q41 13 00,広汎切除の場合,
K716-2 1,腹腔鏡下小腸切除術 悪性腫瘍手術以外の切除術,Q41 11 11,,
K716-2 2,腹腔鏡下小腸切除術 悪性腫瘍手術,Q41 13 11,,
K716-3,移植用部分小腸採取術（生体）,Q41 42 00,,
K716-4,生体部分小腸移植術,Q41 43 00,,
K716-5,移植用小腸採取術（死体）,Q41 42 00,,
K716-6,同種死体小腸移植術,Q41 43 00,,
K717,小腸腫瘍、小腸憩室摘出術（メッケル憩室炎手術を含む。）,Q41 10 00,小腸憩室の場合,
K717,小腸腫瘍、小腸憩室摘出術（メッケル憩室炎手術を含む。）,Q41 11 00,小腸腫瘍の場合,
K718 1,虫垂切除術 虫垂周囲膿瘍を伴わないもの,Q52 12 00,,
K718 2,虫垂切除術 虫垂周囲膿瘍を伴うもの,Q52 13 00,,
K718-2 1,腹腔鏡下虫垂切除術 虫垂周囲膿瘍を伴わないもの,Q52 12 11,,
K718-2 2,腹腔鏡下虫垂切除術 虫垂周囲膿瘍を伴うもの,Q52 13 11,,
K719 1,結腸切除術 小範囲切除,Q54 11 00,,
K719 2,結腸切除術 結腸半側切除,Q54 11 00,,
K719 3,結腸切除術 全切除、亜全切除又は悪性腫瘍手術,Q54 11 00,結腸亜全摘又は結腸悪性腫瘍単純切除の場合,
K719 3,結腸切除術 全切除、亜全切除又は悪性腫瘍手術,Q54 12 00,結腸全切除の場合,
K719 3,結腸切除術 全切除、亜全切除又は悪性腫瘍手術,Q54 13 00,結腸悪性腫瘍広汎切除の場合,
K719-2 1,腹腔鏡下結腸切除術 小範囲切除、結腸半側切除,Q54 11 11,,
K719-2 2,腹腔鏡下結腸切除術 全切除、亜全切除,Q51 12 11,全切除の場合,
K719-2 2,腹腔鏡下結腸切除術 全切除、亜全切除,Q54 11 11,亜全切除の場合,
K719-3,腹腔鏡下結腸悪性腫瘍切除術,Q54 13 11,,
K719-4,ピックレル氏手術,Q5A 30 00,,
K719-5,全結腸・直腸切除嚢肛門吻合術,Q51 12 00,,
K720,結腸腫瘍（回盲部腫瘍摘出術を含む。）、結腸憩室摘出術、結腸ポリープ切除術（開腹によるもの）,Q54 10 00,,
K721 1,内視鏡的大腸ポリープ・粘膜切除術 長径2センチメートル未満,Q51 10 21,,
K721 2,内視鏡的大腸ポリープ・粘膜切除術 長径2センチメートル以上,Q51 10 21,,
K721-3,内視鏡的結腸異物摘出術,Q54 17 21,,
K721-4,早期悪性腫瘍大腸粘膜下層剥離術,Q51 10 21,,
K722,小腸結腸内視鏡的止血術,Q41 20 21,部位が小腸,
K722,小腸結腸内視鏡的止血術,Q54 20 21,部位が結腸,
K724,腸吻合術,Q41 30 00,,
K725,腸瘻、虫垂瘻造設術,Q41 16 00,部位が小腸,
K725,腸瘻、虫垂瘻造設術,Q52 16 00,部位が虫垂,
K725-2,腹腔鏡下腸瘻、虫垂瘻造設術,Q41 16 11,部位が小腸,
K725-2,腹腔鏡下腸瘻、虫垂瘻造設術,Q52 16 11,部位が虫垂,
K726,人工肛門造設術,Q54 16 00,,
K726-2,腹腔鏡下人工肛門造設術,Q54 16 11,,
K727,腹壁外腸管前置術,Q41 16 00,,
K728,腸狭窄部切開縫合術,Q41 33 00,,
K729 1,腸閉鎖症手術 腸管切除を伴わないもの,Q41 33 00,,
K729 2,腸閉鎖症手術 腸管切除を伴うもの,Q41 33 00,,
K729-2,多発性小腸閉鎖症手術,Q41 33 00,,
K729-3,腹腔鏡下腸閉鎖症手術,Q41 33 11,,
K730 1,小腸瘻閉鎖術 腸管切除を伴わないもの,Q41 35 00,,
K730 2,小腸瘻閉鎖術 腸管切除を伴うもの,Q41 10 00,,
K730 3,小腸瘻閉鎖術 内視鏡によるもの,Q41 35 21,,
K731 1,結腸瘻閉鎖術 腸管切除を伴わないもの,Q54 35 00,,
K731 2,結腸瘻閉鎖術 腸管切除を伴うもの,Q54 10 00,,
K731 3,結腸瘻閉鎖術 内視鏡によるもの,Q54 35 21,,
K732 1,人工肛門閉鎖術 腸管切除を伴わないもの,Q54 35 00,,
K732 2,人工肛門閉鎖術 腸管切除を伴うもの,Q54 10 00,,
K733,盲腸縫縮術,Q53 36 00,,
K734,腸回転異常症手術,QAB 15 00,,
K734-2,腹腔鏡下腸回転異常症手術,QAB 15 11,,
K735,先天性巨大結腸症手術,Q51 11 00,,
K735-2,小腸・結腸狭窄部拡張術（内視鏡によるもの）,Q41 33 21,部位が小腸,
K735-2,小腸・結腸狭窄部拡張術（内視鏡によるもの）,Q54 33 21,部位が結腸,
K735-3,腹腔鏡下先天性巨大結腸症手術,Q51 11 11,,
K735-4,下部消化管ステント留置術,Q54 33 24,部位が結腸,
K735-4,下部消化管ステント留置術,Q5A 33 24,部位が直腸,
K735-5,腸管延長術,Q44 33 00,,
K736 1,人工肛門形成術 開腹を伴うもの,Q54 30 00,,
K736 2,人工肛門形成術 その他のもの,Q54 30 90,,
K737,直腸周囲膿瘍切開術,Q5G 16 00,,
K738 1,直腸異物除去術 経肛門（内視鏡によるもの）,Q5A 17 21,,
K738 2,直腸異物除去術 開腹によるもの,Q5A 17 00,,
K739 1,直腸腫瘍摘出術（ポリープ摘出を含む。） 経肛門,Q5A 10 20,,
K739 2,直腸腫瘍摘出術（ポリープ摘出を含む。） 経括約筋,Q5A 10 00,,
K739 3,直腸腫瘍摘出術（ポリープ摘出を含む。） 経腹及び経肛,Q5A 10 00,,
K739-2,経肛門的内視鏡下手術（直腸腫瘍に限る。）,Q5A 10 21,,
K739-3,低侵襲経肛門的局所切除術（ＭＩＴＡＳ）,Q5A 10 21,,
K740 1,直腸切除・切断術 切除術,Q5A 11 00,単純切除の場合,
K740 1,直腸切除・切断術 切除術,Q5A 13 00,広汎切除の場合,
K740 2,直腸切除・切断術 低位前方切除術,Q5A 13 00,,
K740 3,直腸切除・切断術 超低位前方切除術（経肛門的結腸嚢肛門吻合によるもの）,Q5A 13 00,,
K740 4,直腸切除・切断術 切断術,Q5A 13 00,,
K740-2 1,腹腔鏡下直腸切除・切断術 切除術,Q5A 11 11,通常の腹腔鏡下手術の場合,
K740-2 1,腹腔鏡下直腸切除・切断術 切除術,Q5A 11 1R,ロボット支援下手術の場合,
K740-2 2,腹腔鏡下直腸切除・切断術 低位前方切除術,Q5A 13 11,通常の腹腔鏡下手術の場合,
K740-2 2,腹腔鏡下直腸切除・切断術 低位前方切除術,Q5A 13 1R,ロボット支援下手術の場合,
K740-2 3,腹腔鏡下直腸切除・切断術 切断術,Q5A 13 11,通常の腹腔鏡下手術の場合,
K740-2 3,腹腔鏡下直腸切除・切断術 切断術,Q5A 13 1R,ロボット支援下手術の場合,
K741,直腸狭窄形成手術,Q5A 33 00,,
K741-2,直腸瘤手術,Q5C 36 2B,,
K742 1 イ,直腸脱手術 経会陰によるもの 腸管切除を伴わないもの,Q5A 36 20,,
K742 1 ロ,直腸脱手術 経会陰によるもの 腸管切除を伴うもの,Q5A 11 2B,,
K742 2,直腸脱手術 直腸挙上固定を行うもの,Q5A 38 00,,
K742 3,直腸脱手術 骨盤底形成を行うもの,Q5A 38 00,,
K742 4,直腸脱手術 腹会陰からのもの（腸切除を含む。）,Q5A 38 00,,
K742-2,腹腔鏡下直腸脱手術,Q5A 38 11,,
K743 1,痔核手術（脱肛を含む。） 硬化療法,Q5F 18 30,,
K743 2,痔核手術（脱肛を含む。） 硬化療法(四段階注射法によるもの),Q5F 18 30,,
K743 3,痔核手術（脱肛を含む。） 結紮術、焼灼術、血栓摘出術,Q5F 10 00,結紮術の場合,
K743 3,痔核手術（脱肛を含む。） 結紮術、焼灼術、血栓摘出術,Q5F 18 00,焼灼術の場合,
K743 3,痔核手術（脱肛を含む。） 結紮術、焼灼術、血栓摘出術,Q5F 17 00,血栓摘出術の場合,
K743 4,痔核手術（脱肛を含む。） 根治手術（硬化療法（四段階注射法によるもの）を伴わないもの）,Q5F 10 00,,
K743 5,痔核手術（脱肛を含む。） 根治手術（硬化療法（四段階注射法によるもの）を伴うもの）,Q5F 10 00,,
K743 6,痔核手術（脱肛を含む。） ＰＰＨ,Q5F 10 00,,
K743-2,肛門括約筋切開術,Q5F 37 00,,
K743-4,痔核手術後狭窄拡張手術,Q5F 33 00,,
K743-5,モルガニー氏洞及び肛門管切開術,Q5F 37 00,,
K743-6,肛門部皮膚剥離切除術,Q5G 10 00,,
K744,裂肛又は肛門潰瘍根治手術,Q5F 10 00,,
K745,肛門周囲膿瘍切開術,Q5G 16 00,,
K746 1,痔瘻根治手術 単純なもの,Q5G 10 00,,
K746 2,痔瘻根治手術 複雑なもの,Q5G 13 00,,
K746-2,高位直腸瘻手術,Q5G 13 00,,
K747,肛門良性腫瘍、肛門ポリープ、肛門尖圭コンジローム切除術,Q5G 10 00,,
K748 1,肛門悪性腫瘍手術 切除,Q5E 11 00,,
K748 2,肛門悪性腫瘍手術 直腸切断を伴うもの,Q5E 13 00,,
K749,肛門拡張術(観血的なもの),Q5E 33 00,,
K750 1,肛門括約筋形成手術 瘢痕切除又は縫縮によるもの,Q5E 33 00,,
K750 2,肛門括約筋形成手術 組織置換によるもの,Q5E 33 00,,
K751 1,鎖肛手術 肛門膜状閉鎖切開,Q5A 33 00,,
K751 2,鎖肛手術 会陰式,Q5A 33 00,,
K751 3,鎖肛手術 仙骨会陰式,Q5A 33 00,,
K751 4,鎖肛手術 腹会陰、腹仙骨式,Q5A 33 00,,
K751-2,仙尾部奇形腫手術,C4F 13 00,,
K751-3,腹腔鏡下鎖肛手術（腹会陰、腹仙骨式）,Q5A 33 11,,
K752 1,肛門形成手術 肛門狭窄形成手術,Q5E 33 00,,
K752 2,肛門形成手術 直腸粘膜脱形成手術,Q5E 32 00,,
K753,毛巣嚢、毛巣瘻、毛巣洞手術,Q5G 10 00,,
K754,副腎摘出術（副腎部分切除術を含む。）,S11 12 00,,
K754-2,腹腔鏡下副腎摘出術,S11 12 11,,
K754-3,腹腔鏡下小切開副腎摘出術,S11 12 01,,
K755 1,副腎腫瘍摘出術 皮質腫瘍,S11 12 00,,
K755 2,副腎腫瘍摘出術 髄質腫瘍（褐色細胞腫）,S11 12 00,,
K755-2,腹腔鏡下副腎髄質腫瘍摘出術（褐色細胞腫）,S11 12 11,,
K756,副腎悪性腫瘍手術,S11 12 00,,
K756-2,腹腔鏡下副腎悪性腫瘍手術,S11 13 11,,
K757,腎破裂縫合術,S21 30 00,,
K757-2,腎破裂手術,S21 30 00,,
K758,腎周囲膿瘍切開術,S21 16 00,,
K759,腎切半術,S21 11 00,,
K760,癒合腎離断術,S21 15 00,,
K761,腎被膜剥離術（除神経術を含む。）,S21 17 00,,
K762,腎固定術,S21 38 00,,
K763,腎切石術,S21 17 00,,
K764,経皮的尿路結石除去術（経皮的腎瘻造設術を含む。）,S21 17 10,,
K765,経皮的腎盂腫瘍切除術（経皮的腎瘻造設術を含む。）,S22 11 11,,
K766,経皮的尿管拡張術（経皮的腎瘻造設術を含む。）,S33 33 11,部位が上部尿管,
K766,経皮的尿管拡張術（経皮的腎瘻造設術を含む。）,S31 33 14,部位が上部尿管以外,
K767,腎盂切石術,S22 17 00,,
K768,体外衝撃波腎・尿管結石破砕術（一連につき）,S31 17 44,,
K769,腎部分切除術,S21 11 00,,
K769-2,腹腔鏡下腎部分切除術,S21 11 11,,
K769-3,腹腔鏡下小切開腎部分切除術,S21 11 11,,
K770,腎嚢胞切除縮小術,S21 10 00,,
K770-2,腹腔鏡下腎嚢胞切除縮小術,S21 10 11,,
K770-3,腹腔鏡下腎嚢胞切除術,S21 10 11,,
K771,経皮的腎嚢胞穿刺術,S21 16 14,,
K772,腎摘出術,S21 12 00,,
K772-2,腹腔鏡下腎摘出術,S21 12 11,,
K772-3,腹腔鏡下小切開腎摘出術,S21 12 11,,
K773,腎（尿管）悪性腫瘍手術,S21 12 00,部位が腎で、単純摘出の場合,
K773,腎（尿管）悪性腫瘍手術,S21 13 00,部位が腎で、広汎摘出の場合,
K773,腎（尿管）悪性腫瘍手術,S31 12 00,部位が尿管で、単純摘出の場合,
K773,腎（尿管）悪性腫瘍手術,S31 13 00,部位が尿管で、広汎摘出の場合,
K773-2,腹腔鏡下腎（尿管）悪性腫瘍手術,S21 13 11,部位が腎,
K773-2,腹腔鏡下腎（尿管）悪性腫瘍手術,S31 13 11,部位が尿管,
K773-3,腹腔鏡下小切開腎（尿管）悪性腫瘍手術,S21 13 01,部位が腎,
K773-3,腹腔鏡下小切開腎（尿管）悪性腫瘍手術,S31 13 01,部位が尿管,
K773-4,腎腫瘍凝固・焼灼術（冷凍凝固によるもの）,S21 18 10,,
K773-5,腹腔鏡下腎悪性腫瘍手術（内視鏡手術用支援機器を用いるもの）,S21 11 1R,,
K775,経皮的腎（腎盂）瘻造設術,S22 16 14,,
K776,腎（腎盂）皮膚瘻閉鎖術,S22 10 00,,
K777 1,腎（腎盂）腸瘻閉鎖術 内視鏡によるもの,S22 10 21,,
K777 2,腎（腎盂）腸瘻閉鎖術 その他のもの,S22 10 00,,
K778,腎盂形成手術,S22 33 00,,
K778-2,腹腔鏡下腎盂形成手術,S22 33 11,,
K779,移植用腎採取術（生体）,S21 42 00,,
K779-2,移植用腎採取術（死体）,S21 42 00,,
K779-3,腹腔鏡下移植用腎採取術（生体）,S21 42 11,,
K780,同種死体腎移植術,S21 43 00,,
K780-2,生体腎移植術,S21 43 00,,
K781 1,経尿道的尿路結石除去術 レーザーによるもの,S31 17 21,,
K781 2,経尿道的尿路結石除去術 その他のもの,S31 17 21,,
K781-3,経尿道的腎盂尿管凝固止血術,S22 20 21,,
K782 1,尿管切石術 上部及び中部,S33 17 00,部位が上部尿管,
K782 1,尿管切石術 上部及び中部,S34 17 00,部位が中部尿管,
K782 2,尿管切石術 膀胱近接部,S35 17 00,,
K783,経尿道的尿管狭窄拡張術,S31 33 21,,
K783-2,経尿道的尿管ステント留置術,S31 33 24,,
K783-3,経尿道的尿管ステント抜去術,S31 17 24,,
K784,残存尿管摘出術,S31 12 00,,
K784-2,尿管剥離術,S31 15 00,,
K785,経尿道的腎盂尿管腫瘍摘出術,S32 11 21,,
K785-2,腹腔鏡下小切開尿管腫瘍摘出術,S32 11 11,,
K786,尿管膀胱吻合術,S41 30 00,,
K787,尿管尿管吻合術,S31 33 00,,
K788,尿管腸吻合術,S31 16 00,,
K789,尿管腸膀胱吻合術,S41 30 00,,
K790,尿管皮膚瘻造設術,S31 16 00,,
K791,尿管皮膚瘻閉鎖術,S31 10 00,,
K792 1,尿管腸瘻閉鎖術 内視鏡によるもの,S31 10 21,,
K792 2,尿管腸瘻閉鎖術 その他のもの,S31 10 00,,
K793,尿管腟瘻閉鎖術,S31 10 00,,
K794,尿管口形成手術,S41 30 00,,
K794-2,経尿道的尿管瘤切除術,S41 10 21,,
K795,膀胱破裂閉鎖術,S51 30 00,,
K796,膀胱周囲膿瘍切開術,S51 16 00,,
K797,膀胱内凝血除去術,S51 17 00,高位切開の場合,
K797,膀胱内凝血除去術,S51 17 21,経尿道的な場合,
